"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab3/Rnd\9760.text","lab3\Rnd\9760.text","3"
"D:/PPLabs/lab3/Rnd\975.text","lab3\Rnd\975.text","3"
"D:/PPLabs/lab3/Rnd\1096.text","lab3\Rnd\1096.text","3"
"D:/PPLabs/lab3/Rnd\2634.text","lab3\Rnd\2634.text","3"
"D:/PPLabs/lab3/Rnd\1190.text","lab3\Rnd\1190.text","3"
"D:/PPLabs/lab3/Rnd\5351.text","lab3\Rnd\5351.text","3"
"D:/PPLabs/lab3/Rnd\5746.text","lab3\Rnd\5746.text","3"
"D:/PPLabs/lab3/Rnd\9680.text","lab3\Rnd\9680.text","3"
"D:/PPLabs/lab3/Rnd\12.text","lab3\Rnd\12.text","3"
"D:/PPLabs/lab3/Rnd\173.text","lab3\Rnd\173.text","3"
"D:/PPLabs/lab3/Rnd\3570.text","lab3\Rnd\3570.text","3"
"D:/PPLabs/lab3/Rnd\8641.text","lab3\Rnd\8641.text","3"
"D:/PPLabs/lab3/Rnd\6016.text","lab3\Rnd\6016.text","3"
"D:/PPLabs/lab3/Rnd\6912.text","lab3\Rnd\6912.text","3"
"D:/PPLabs/lab3/Rnd\2320.text","lab3\Rnd\2320.text","3"
"D:/PPLabs/lab3/Rnd\5345.text","lab3\Rnd\5345.text","3"
"D:/PPLabs/lab3/Rnd\798.text","lab3\Rnd\798.text","3"
"D:/PPLabs/lab3/Rnd\9302.text","lab3\Rnd\9302.text","3"
"D:/PPLabs/lab3/Rnd\3411.text","lab3\Rnd\3411.text","3"
"D:/PPLabs/lab3/Rnd\7920.text","lab3\Rnd\7920.text","3"
"D:/PPLabs/lab3/Rnd\1857.text","lab3\Rnd\1857.text","3"
"D:/PPLabs/lab3/Rnd\8122.text","lab3\Rnd\8122.text","3"
"D:/PPLabs/lab3/Rnd\1103.text","lab3\Rnd\1103.text","3"
"D:/PPLabs/lab3/Rnd\7906.text","lab3\Rnd\7906.text","3"
"D:/PPLabs/lab3/Rnd\9019.text","lab3\Rnd\9019.text","3"
"D:/PPLabs/lab3/Rnd\7928.text","lab3\Rnd\7928.text","3"
"D:/PPLabs/lab3/Rnd\5801.text","lab3\Rnd\5801.text","3"
"D:/PPLabs/lab3/Rnd\2386.text","lab3\Rnd\2386.text","3"
"D:/PPLabs/lab3/Rnd\1065.text","lab3\Rnd\1065.text","3"
"D:/PPLabs/lab3/Rnd\7520.text","lab3\Rnd\7520.text","3"
"D:/PPLabs/lab3/Rnd\3171.text","lab3\Rnd\3171.text","3"
"D:/PPLabs/lab3/Rnd\6212.text","lab3\Rnd\6212.text","3"
"D:/PPLabs/lab3/Rnd\5499.text","lab3\Rnd\5499.text","3"
"D:/PPLabs/lab3/Rnd\1216.text","lab3\Rnd\1216.text","3"
"D:/PPLabs/lab3/Rnd\1583.text","lab3\Rnd\1583.text","3"
"D:/PPLabs/lab3/Rnd\2217.text","lab3\Rnd\2217.text","3"
"D:/PPLabs/lab3/Rnd\6728.text","lab3\Rnd\6728.text","3"
"D:/PPLabs/lab3/Rnd\5903.text","lab3\Rnd\5903.text","3"
"D:/PPLabs/lab3/Rnd\7699.text","lab3\Rnd\7699.text","3"
"D:/PPLabs/lab3/Rnd\7476.text","lab3\Rnd\7476.text","3"
"D:/PPLabs/lab3/Rnd\7495.text","lab3\Rnd\7495.text","3"
"D:/PPLabs/lab3/Rnd\136.text","lab3\Rnd\136.text","3"
"D:/PPLabs/lab3/Rnd\4242.text","lab3\Rnd\4242.text","3"
"D:/PPLabs/lab3/Rnd\809.text","lab3\Rnd\809.text","3"
"D:/PPLabs/lab3/Rnd\8045.text","lab3\Rnd\8045.text","3"
"D:/PPLabs/lab3/Rnd\8607.text","lab3\Rnd\8607.text","3"
"D:/PPLabs/lab3/Rnd\4601.text","lab3\Rnd\4601.text","3"
"D:/PPLabs/lab3/Rnd\5185.text","lab3\Rnd\5185.text","3"
"D:/PPLabs/lab3/Rnd\9452.text","lab3\Rnd\9452.text","3"
"D:/PPLabs/lab3/Rnd\4432.text","lab3\Rnd\4432.text","3"
"D:/PPLabs/lab3/Rnd\4847.text","lab3\Rnd\4847.text","3"
"D:/PPLabs/lab3/Rnd\7516.text","lab3\Rnd\7516.text","3"
"D:/PPLabs/lab3/Rnd\8130.text","lab3\Rnd\8130.text","3"
"D:/PPLabs/lab3/Rnd\3609.text","lab3\Rnd\3609.text","3"
"D:/PPLabs/lab3/Rnd\7211.text","lab3\Rnd\7211.text","3"
"D:/PPLabs/lab3/Rnd\1341.text","lab3\Rnd\1341.text","3"
"D:/PPLabs/lab3/Rnd\9660.text","lab3\Rnd\9660.text","3"
"D:/PPLabs/lab3/Rnd\648.text","lab3\Rnd\648.text","3"
"D:/PPLabs/lab3/Rnd\7354.text","lab3\Rnd\7354.text","3"
"D:/PPLabs/lab3/Rnd\6696.text","lab3\Rnd\6696.text","3"
"D:/PPLabs/lab3/Rnd\299.text","lab3\Rnd\299.text","3"
"D:/PPLabs/lab3/Rnd\707.text","lab3\Rnd\707.text","3"
"D:/PPLabs/lab3/Rnd\7100.text","lab3\Rnd\7100.text","3"
"D:/PPLabs/lab3/Rnd\2544.text","lab3\Rnd\2544.text","3"
"D:/PPLabs/lab3/Rnd\1633.text","lab3\Rnd\1633.text","3"
"D:/PPLabs/lab3/Rnd\1443.text","lab3\Rnd\1443.text","3"
"D:/PPLabs/lab3/Rnd\1692.text","lab3\Rnd\1692.text","3"
"D:/PPLabs/lab3/Rnd\1825.text","lab3\Rnd\1825.text","3"
"D:/PPLabs/lab3/Rnd\746.text","lab3\Rnd\746.text","3"
"D:/PPLabs/lab3/Rnd\5103.text","lab3\Rnd\5103.text","3"
"D:/PPLabs/lab3/Rnd\4477.text","lab3\Rnd\4477.text","3"
"D:/PPLabs/lab3/Rnd\5473.text","lab3\Rnd\5473.text","3"
"D:/PPLabs/lab3/Rnd\4562.text","lab3\Rnd\4562.text","3"
"D:/PPLabs/lab3/Rnd\3585.text","lab3\Rnd\3585.text","3"
"D:/PPLabs/lab3/Rnd\8308.text","lab3\Rnd\8308.text","3"
"D:/PPLabs/lab3/Rnd\5162.text","lab3\Rnd\5162.text","3"
"D:/PPLabs/lab3/Rnd\3826.text","lab3\Rnd\3826.text","3"
"D:/PPLabs/lab3/Rnd\8507.text","lab3\Rnd\8507.text","3"
"D:/PPLabs/lab3/Rnd\228.text","lab3\Rnd\228.text","3"
"D:/PPLabs/lab3/Rnd\2825.text","lab3\Rnd\2825.text","3"
"D:/PPLabs/lab3/Rnd\5761.text","lab3\Rnd\5761.text","3"
"D:/PPLabs/lab3/Rnd\4362.text","lab3\Rnd\4362.text","3"
"D:/PPLabs/lab3/Rnd\5828.text","lab3\Rnd\5828.text","3"
"D:/PPLabs/lab3/Rnd\6868.text","lab3\Rnd\6868.text","3"
"D:/PPLabs/lab3/Rnd\2274.text","lab3\Rnd\2274.text","3"
"D:/PPLabs/lab3/Rnd\2541.text","lab3\Rnd\2541.text","3"
"D:/PPLabs/lab3/Rnd\2447.text","lab3\Rnd\2447.text","3"
"D:/PPLabs/lab3/Rnd\5447.text","lab3\Rnd\5447.text","3"
"D:/PPLabs/lab3/Rnd\2817.text","lab3\Rnd\2817.text","3"
"D:/PPLabs/lab3/Rnd\8469.text","lab3\Rnd\8469.text","3"
"D:/PPLabs/lab3/Rnd\6982.text","lab3\Rnd\6982.text","3"
"D:/PPLabs/lab3/Rnd\5783.text","lab3\Rnd\5783.text","3"
"D:/PPLabs/lab3/Rnd\9260.text","lab3\Rnd\9260.text","3"
"D:/PPLabs/lab3/Rnd\999.text","lab3\Rnd\999.text","3"
"D:/PPLabs/lab3/Rnd\536.text","lab3\Rnd\536.text","3"
"D:/PPLabs/lab3/Rnd\9785.text","lab3\Rnd\9785.text","3"
"D:/PPLabs/lab3/Rnd\600.text","lab3\Rnd\600.text","3"
"D:/PPLabs/lab3/Rnd\4736.text","lab3\Rnd\4736.text","3"
"D:/PPLabs/lab3/Rnd\4244.text","lab3\Rnd\4244.text","3"
"D:/PPLabs/lab3/Rnd\3219.text","lab3\Rnd\3219.text","3"
"D:/PPLabs/lab3/Rnd\3311.text","lab3\Rnd\3311.text","3"
"D:/PPLabs/lab3/Rnd\8222.text","lab3\Rnd\8222.text","3"
"D:/PPLabs/lab3/Rnd\3667.text","lab3\Rnd\3667.text","3"
"D:/PPLabs/lab3/Rnd\3101.text","lab3\Rnd\3101.text","3"
"D:/PPLabs/lab3/Rnd\3211.text","lab3\Rnd\3211.text","3"
"D:/PPLabs/lab3/Rnd\8085.text","lab3\Rnd\8085.text","3"
"D:/PPLabs/lab3/Rnd\8340.text","lab3\Rnd\8340.text","3"
"D:/PPLabs/lab3/Rnd\5465.text","lab3\Rnd\5465.text","3"
"D:/PPLabs/lab3/Rnd\9028.text","lab3\Rnd\9028.text","3"
"D:/PPLabs/lab3/Rnd\429.text","lab3\Rnd\429.text","3"
"D:/PPLabs/lab3/Rnd\8585.text","lab3\Rnd\8585.text","3"
"D:/PPLabs/lab3/Rnd\751.text","lab3\Rnd\751.text","3"
"D:/PPLabs/lab3/Rnd\1263.text","lab3\Rnd\1263.text","3"
"D:/PPLabs/lab3/Rnd\5699.text","lab3\Rnd\5699.text","3"
"D:/PPLabs/lab3/Rnd\7113.text","lab3\Rnd\7113.text","3"
"D:/PPLabs/lab3/Rnd\1996.text","lab3\Rnd\1996.text","3"
"D:/PPLabs/lab3/Rnd\7039.text","lab3\Rnd\7039.text","3"
"D:/PPLabs/lab3/Rnd\4226.text","lab3\Rnd\4226.text","3"
"D:/PPLabs/lab3/Rnd\6935.text","lab3\Rnd\6935.text","3"
"D:/PPLabs/lab3/Rnd\7008.text","lab3\Rnd\7008.text","3"
"D:/PPLabs/lab3/Rnd\7003.text","lab3\Rnd\7003.text","3"
"D:/PPLabs/lab3/Rnd\5202.text","lab3\Rnd\5202.text","3"
"D:/PPLabs/lab3/Rnd\4859.text","lab3\Rnd\4859.text","3"
"D:/PPLabs/lab3/Rnd\8854.text","lab3\Rnd\8854.text","3"
"D:/PPLabs/lab3/Rnd\3448.text","lab3\Rnd\3448.text","3"
"D:/PPLabs/lab3/Rnd\334.text","lab3\Rnd\334.text","3"
"D:/PPLabs/lab3/Rnd\4286.text","lab3\Rnd\4286.text","3"
"D:/PPLabs/lab3/Rnd\9872.text","lab3\Rnd\9872.text","3"
"D:/PPLabs/lab3/Rnd\7711.text","lab3\Rnd\7711.text","3"
"D:/PPLabs/lab3/Rnd\1018.text","lab3\Rnd\1018.text","3"
"D:/PPLabs/lab3/Rnd\8760.text","lab3\Rnd\8760.text","3"
"D:/PPLabs/lab3/Rnd\9834.text","lab3\Rnd\9834.text","3"
"D:/PPLabs/lab3/Rnd\9586.text","lab3\Rnd\9586.text","3"
"D:/PPLabs/lab3/Rnd\412.text","lab3\Rnd\412.text","3"
"D:/PPLabs/lab3/Rnd\929.text","lab3\Rnd\929.text","3"
"D:/PPLabs/lab3/Rnd\2029.text","lab3\Rnd\2029.text","3"
"D:/PPLabs/lab3/Rnd\5273.text","lab3\Rnd\5273.text","3"
"D:/PPLabs/lab3/Rnd\238.text","lab3\Rnd\238.text","3"
"D:/PPLabs/lab3/Rnd\4626.text","lab3\Rnd\4626.text","3"
"D:/PPLabs/lab3/Rnd\5364.text","lab3\Rnd\5364.text","3"
"D:/PPLabs/lab3/Rnd\7044.text","lab3\Rnd\7044.text","3"
"D:/PPLabs/lab3/Rnd\5979.text","lab3\Rnd\5979.text","3"
"D:/PPLabs/lab3/Rnd\1734.text","lab3\Rnd\1734.text","3"
"D:/PPLabs/lab3/Rnd\5245.text","lab3\Rnd\5245.text","3"
"D:/PPLabs/lab3/Rnd\6008.text","lab3\Rnd\6008.text","3"
"D:/PPLabs/lab3/Rnd\7938.text","lab3\Rnd\7938.text","3"
"D:/PPLabs/lab3/Rnd\6610.text","lab3\Rnd\6610.text","3"
"D:/PPLabs/lab3/Rnd\8075.text","lab3\Rnd\8075.text","3"
"D:/PPLabs/lab3/Rnd\8581.text","lab3\Rnd\8581.text","3"
"D:/PPLabs/lab3/Rnd\2559.text","lab3\Rnd\2559.text","3"
"D:/PPLabs/lab3/Rnd\2216.text","lab3\Rnd\2216.text","3"
"D:/PPLabs/lab3/Rnd\2468.text","lab3\Rnd\2468.text","3"
"D:/PPLabs/lab3/Rnd\5281.text","lab3\Rnd\5281.text","3"
"D:/PPLabs/lab3/Rnd\6769.text","lab3\Rnd\6769.text","3"
"D:/PPLabs/lab3/Rnd\5077.text","lab3\Rnd\5077.text","3"
"D:/PPLabs/lab3/Rnd\6512.text","lab3\Rnd\6512.text","3"
"D:/PPLabs/lab3/Rnd\9500.text","lab3\Rnd\9500.text","3"
"D:/PPLabs/lab3/Rnd\3800.text","lab3\Rnd\3800.text","3"
"D:/PPLabs/lab3/Rnd\2113.text","lab3\Rnd\2113.text","3"
"D:/PPLabs/lab3/Rnd\3602.text","lab3\Rnd\3602.text","3"
"D:/PPLabs/lab3/Rnd\3067.text","lab3\Rnd\3067.text","3"
"D:/PPLabs/lab3/Rnd\4952.text","lab3\Rnd\4952.text","3"
"D:/PPLabs/lab3/Rnd\5708.text","lab3\Rnd\5708.text","3"
"D:/PPLabs/lab3/Rnd\568.text","lab3\Rnd\568.text","3"
"D:/PPLabs/lab3/Rnd\7467.text","lab3\Rnd\7467.text","3"
"D:/PPLabs/lab3/Rnd\1751.text","lab3\Rnd\1751.text","3"
"D:/PPLabs/lab3/Rnd\3118.text","lab3\Rnd\3118.text","3"
"D:/PPLabs/lab3/Rnd\2886.text","lab3\Rnd\2886.text","3"
"D:/PPLabs/lab3/Rnd\602.text","lab3\Rnd\602.text","3"
"D:/PPLabs/lab3/Rnd\7179.text","lab3\Rnd\7179.text","3"
"D:/PPLabs/lab3/Rnd\6061.text","lab3\Rnd\6061.text","3"
"D:/PPLabs/lab3/Rnd\2734.text","lab3\Rnd\2734.text","3"
"D:/PPLabs/lab3/Rnd\2301.text","lab3\Rnd\2301.text","3"
"D:/PPLabs/lab3/Rnd\2780.text","lab3\Rnd\2780.text","3"
"D:/PPLabs/lab3/Rnd\6319.text","lab3\Rnd\6319.text","3"
"D:/PPLabs/lab3/Rnd\535.text","lab3\Rnd\535.text","3"
"D:/PPLabs/lab3/Rnd\5938.text","lab3\Rnd\5938.text","3"
"D:/PPLabs/lab3/Rnd\7028.text","lab3\Rnd\7028.text","3"
"D:/PPLabs/lab3/Rnd\3573.text","lab3\Rnd\3573.text","3"
"D:/PPLabs/lab3/Rnd\214.text","lab3\Rnd\214.text","3"
"D:/PPLabs/lab3/Rnd\2331.text","lab3\Rnd\2331.text","3"
"D:/PPLabs/lab3/Rnd\4266.text","lab3\Rnd\4266.text","3"
"D:/PPLabs/lab3/Rnd\3759.text","lab3\Rnd\3759.text","3"
"D:/PPLabs/lab3/Rnd\1366.text","lab3\Rnd\1366.text","3"
"D:/PPLabs/lab3/Rnd\9923.text","lab3\Rnd\9923.text","3"
"D:/PPLabs/lab3/Rnd\9839.text","lab3\Rnd\9839.text","3"
"D:/PPLabs/lab3/Rnd\7630.text","lab3\Rnd\7630.text","3"
"D:/PPLabs/lab3/Rnd\1495.text","lab3\Rnd\1495.text","3"
"D:/PPLabs/lab3/Rnd\8199.text","lab3\Rnd\8199.text","3"
"D:/PPLabs/lab3/Rnd\6455.text","lab3\Rnd\6455.text","3"
"D:/PPLabs/lab3/Rnd\1655.text","lab3\Rnd\1655.text","3"
"D:/PPLabs/lab3/Rnd\9420.text","lab3\Rnd\9420.text","3"
"D:/PPLabs/lab3/Rnd\5886.text","lab3\Rnd\5886.text","3"
"D:/PPLabs/lab3/Rnd\9184.text","lab3\Rnd\9184.text","3"
"D:/PPLabs/lab3/Rnd\2253.text","lab3\Rnd\2253.text","3"
"D:/PPLabs/lab3/Rnd\6117.text","lab3\Rnd\6117.text","3"
"D:/PPLabs/lab3/Rnd\193.text","lab3\Rnd\193.text","3"
"D:/PPLabs/lab3/Rnd\9777.text","lab3\Rnd\9777.text","3"
"D:/PPLabs/lab3/Rnd\4987.text","lab3\Rnd\4987.text","3"
"D:/PPLabs/lab3/Rnd\6542.text","lab3\Rnd\6542.text","3"
"D:/PPLabs/lab3/Rnd\5698.text","lab3\Rnd\5698.text","3"
"D:/PPLabs/lab3/Rnd\8413.text","lab3\Rnd\8413.text","3"
"D:/PPLabs/lab3/Rnd\3334.text","lab3\Rnd\3334.text","3"
"D:/PPLabs/lab3/Rnd\896.text","lab3\Rnd\896.text","3"
"D:/PPLabs/lab3/Rnd\4048.text","lab3\Rnd\4048.text","3"
"D:/PPLabs/lab3/Rnd\7010.text","lab3\Rnd\7010.text","3"
"D:/PPLabs/lab3/Rnd\2280.text","lab3\Rnd\2280.text","3"
"D:/PPLabs/lab3/Rnd\1535.text","lab3\Rnd\1535.text","3"
"D:/PPLabs/lab3/Rnd\3286.text","lab3\Rnd\3286.text","3"
"D:/PPLabs/lab3/Rnd\608.text","lab3\Rnd\608.text","3"
"D:/PPLabs/lab3/Rnd\9022.text","lab3\Rnd\9022.text","3"
"D:/PPLabs/lab3/Rnd\489.text","lab3\Rnd\489.text","3"
"D:/PPLabs/lab3/Rnd\8461.text","lab3\Rnd\8461.text","3"
"D:/PPLabs/lab3/Rnd\3401.text","lab3\Rnd\3401.text","3"
"D:/PPLabs/lab3/Rnd\7501.text","lab3\Rnd\7501.text","3"
"D:/PPLabs/lab3/Rnd\3701.text","lab3\Rnd\3701.text","3"
"D:/PPLabs/lab3/Rnd\2727.text","lab3\Rnd\2727.text","3"
"D:/PPLabs/lab3/Rnd\1338.text","lab3\Rnd\1338.text","3"
"D:/PPLabs/lab3/Rnd\4967.text","lab3\Rnd\4967.text","3"
"D:/PPLabs/lab3/Rnd\2073.text","lab3\Rnd\2073.text","3"
"D:/PPLabs/lab3/Rnd\7468.text","lab3\Rnd\7468.text","3"
"D:/PPLabs/lab3/Rnd\3319.text","lab3\Rnd\3319.text","3"
"D:/PPLabs/lab3/Rnd\3179.text","lab3\Rnd\3179.text","3"
"D:/PPLabs/lab3/Rnd\9655.text","lab3\Rnd\9655.text","3"
"D:/PPLabs/lab3/Rnd\3156.text","lab3\Rnd\3156.text","3"
"D:/PPLabs/lab3/Rnd\9981.text","lab3\Rnd\9981.text","3"
"D:/PPLabs/lab3/Rnd\8700.text","lab3\Rnd\8700.text","3"
"D:/PPLabs/lab3/Rnd\3221.text","lab3\Rnd\3221.text","3"
"D:/PPLabs/lab3/Rnd\3248.text","lab3\Rnd\3248.text","3"
"D:/PPLabs/lab3/Rnd\4042.text","lab3\Rnd\4042.text","3"
"D:/PPLabs/lab3/Rnd\8167.text","lab3\Rnd\8167.text","3"
"D:/PPLabs/lab3/Rnd\1680.text","lab3\Rnd\1680.text","3"
"D:/PPLabs/lab3/Rnd\4296.text","lab3\Rnd\4296.text","3"
"D:/PPLabs/lab3/Rnd\1470.text","lab3\Rnd\1470.text","3"
"D:/PPLabs/lab3/Rnd\1668.text","lab3\Rnd\1668.text","3"
"D:/PPLabs/lab3/Rnd\6793.text","lab3\Rnd\6793.text","3"
"D:/PPLabs/lab3/Rnd\7796.text","lab3\Rnd\7796.text","3"
"D:/PPLabs/lab3/Rnd\3210.text","lab3\Rnd\3210.text","3"
"D:/PPLabs/lab3/Rnd\3507.text","lab3\Rnd\3507.text","3"
"D:/PPLabs/lab3/Rnd\6711.text","lab3\Rnd\6711.text","3"
"D:/PPLabs/lab3/Rnd\8599.text","lab3\Rnd\8599.text","3"
"D:/PPLabs/lab3/Rnd\3786.text","lab3\Rnd\3786.text","3"
"D:/PPLabs/lab3/Rnd\9714.text","lab3\Rnd\9714.text","3"
"D:/PPLabs/lab3/Rnd\3106.text","lab3\Rnd\3106.text","3"
"D:/PPLabs/lab3/Rnd\9913.text","lab3\Rnd\9913.text","3"
"D:/PPLabs/lab3/Rnd\7213.text","lab3\Rnd\7213.text","3"
"D:/PPLabs/lab3/Rnd\6778.text","lab3\Rnd\6778.text","3"
"D:/PPLabs/lab3/Rnd\4002.text","lab3\Rnd\4002.text","3"
"D:/PPLabs/lab3/Rnd\74.text","lab3\Rnd\74.text","3"
"D:/PPLabs/lab3/Rnd\9796.text","lab3\Rnd\9796.text","3"
"D:/PPLabs/lab3/Rnd\2724.text","lab3\Rnd\2724.text","3"
"D:/PPLabs/lab3/Rnd\2369.text","lab3\Rnd\2369.text","3"
"D:/PPLabs/lab3/Rnd\8079.text","lab3\Rnd\8079.text","3"
"D:/PPLabs/lab3/Rnd\2256.text","lab3\Rnd\2256.text","3"
"D:/PPLabs/lab3/Rnd\9975.text","lab3\Rnd\9975.text","3"
"D:/PPLabs/lab3/Rnd\5112.text","lab3\Rnd\5112.text","3"
"D:/PPLabs/lab3/Rnd\6336.text","lab3\Rnd\6336.text","3"
"D:/PPLabs/lab3/Rnd\7965.text","lab3\Rnd\7965.text","3"
"D:/PPLabs/lab3/Rnd\4912.text","lab3\Rnd\4912.text","3"
"D:/PPLabs/lab3/Rnd\1303.text","lab3\Rnd\1303.text","3"
"D:/PPLabs/lab3/Rnd\6077.text","lab3\Rnd\6077.text","3"
"D:/PPLabs/lab3/Rnd\1723.text","lab3\Rnd\1723.text","3"
"D:/PPLabs/lab3/Rnd\3839.text","lab3\Rnd\3839.text","3"
"D:/PPLabs/lab3/Rnd\4578.text","lab3\Rnd\4578.text","3"
"D:/PPLabs/lab3/Rnd\120.text","lab3\Rnd\120.text","3"
"D:/PPLabs/lab3/Rnd\2770.text","lab3\Rnd\2770.text","3"
"D:/PPLabs/lab3/Rnd\96.text","lab3\Rnd\96.text","3"
"D:/PPLabs/lab3/Rnd\445.text","lab3\Rnd\445.text","3"
"D:/PPLabs/lab3/Rnd\8415.text","lab3\Rnd\8415.text","3"
"D:/PPLabs/lab3/Rnd\8848.text","lab3\Rnd\8848.text","3"
"D:/PPLabs/lab3/Rnd\2992.text","lab3\Rnd\2992.text","3"
"D:/PPLabs/lab3/Rnd\7482.text","lab3\Rnd\7482.text","3"
"D:/PPLabs/lab3/Rnd\5718.text","lab3\Rnd\5718.text","3"
"D:/PPLabs/lab3/Rnd\890.text","lab3\Rnd\890.text","3"
"D:/PPLabs/lab3/Rnd\643.text","lab3\Rnd\643.text","3"
"D:/PPLabs/lab3/Rnd\531.text","lab3\Rnd\531.text","3"
"D:/PPLabs/lab3/Rnd\7140.text","lab3\Rnd\7140.text","3"
"D:/PPLabs/lab3/Rnd\5021.text","lab3\Rnd\5021.text","3"
"D:/PPLabs/lab3/Rnd\5221.text","lab3\Rnd\5221.text","3"
"D:/PPLabs/lab3/Rnd\5832.text","lab3\Rnd\5832.text","3"
"D:/PPLabs/lab3/Rnd\2854.text","lab3\Rnd\2854.text","3"
"D:/PPLabs/lab3/Rnd\3931.text","lab3\Rnd\3931.text","3"
"D:/PPLabs/lab3/Rnd\8695.text","lab3\Rnd\8695.text","3"
"D:/PPLabs/lab3/Rnd\645.text","lab3\Rnd\645.text","3"
"D:/PPLabs/lab3/Rnd\9330.text","lab3\Rnd\9330.text","3"
"D:/PPLabs/lab3/Rnd\8287.text","lab3\Rnd\8287.text","3"
"D:/PPLabs/lab3/Rnd\1992.text","lab3\Rnd\1992.text","3"
"D:/PPLabs/lab3/Rnd\5115.text","lab3\Rnd\5115.text","3"
"D:/PPLabs/lab3/Rnd\3042.text","lab3\Rnd\3042.text","3"
"D:/PPLabs/lab3/Rnd\4826.text","lab3\Rnd\4826.text","3"
"D:/PPLabs/lab3/Rnd\916.text","lab3\Rnd\916.text","3"
"D:/PPLabs/lab3/Rnd\888.text","lab3\Rnd\888.text","3"
"D:/PPLabs/lab3/Rnd\1982.text","lab3\Rnd\1982.text","3"
"D:/PPLabs/lab3/Rnd\4659.text","lab3\Rnd\4659.text","3"
"D:/PPLabs/lab3/Rnd\6486.text","lab3\Rnd\6486.text","3"
"D:/PPLabs/lab3/Rnd\247.text","lab3\Rnd\247.text","3"
"D:/PPLabs/lab3/Rnd\9704.text","lab3\Rnd\9704.text","3"
"D:/PPLabs/lab3/Rnd\3774.text","lab3\Rnd\3774.text","3"
"D:/PPLabs/lab3/Rnd\669.text","lab3\Rnd\669.text","3"
"D:/PPLabs/lab3/Rnd\6525.text","lab3\Rnd\6525.text","3"
"D:/PPLabs/lab3/Rnd\9853.text","lab3\Rnd\9853.text","3"
"D:/PPLabs/lab3/Rnd\3969.text","lab3\Rnd\3969.text","3"
"D:/PPLabs/lab3/Rnd\962.text","lab3\Rnd\962.text","3"
"D:/PPLabs/lab3/Rnd\665.text","lab3\Rnd\665.text","3"
"D:/PPLabs/lab3/Rnd\7311.text","lab3\Rnd\7311.text","3"
"D:/PPLabs/lab3/Rnd\2643.text","lab3\Rnd\2643.text","3"
"D:/PPLabs/lab3/Rnd\7893.text","lab3\Rnd\7893.text","3"
"D:/PPLabs/lab3/Rnd\5744.text","lab3\Rnd\5744.text","3"
"D:/PPLabs/lab3/Rnd\3380.text","lab3\Rnd\3380.text","3"
"D:/PPLabs/lab3/Rnd\6662.text","lab3\Rnd\6662.text","3"
"D:/PPLabs/lab3/Rnd\1808.text","lab3\Rnd\1808.text","3"
"D:/PPLabs/lab3/Rnd\8160.text","lab3\Rnd\8160.text","3"
"D:/PPLabs/lab3/Rnd\7194.text","lab3\Rnd\7194.text","4"
"D:/PPLabs/lab3/Rnd\7059.text","lab3\Rnd\7059.text","4"
"D:/PPLabs/lab3/Rnd\4158.text","lab3\Rnd\4158.text","4"
"D:/PPLabs/lab3/Rnd\3352.text","lab3\Rnd\3352.text","4"
"D:/PPLabs/lab3/Rnd\9895.text","lab3\Rnd\9895.text","4"
"D:/PPLabs/lab3/Rnd\4249.text","lab3\Rnd\4249.text","4"
"D:/PPLabs/lab3/Rnd\9797.text","lab3\Rnd\9797.text","4"
"D:/PPLabs/lab3/Rnd\3451.text","lab3\Rnd\3451.text","4"
"D:/PPLabs/lab3/Rnd\7761.text","lab3\Rnd\7761.text","4"
"D:/PPLabs/lab3/Rnd\3600.text","lab3\Rnd\3600.text","4"
"D:/PPLabs/lab3/Rnd\1901.text","lab3\Rnd\1901.text","4"
"D:/PPLabs/lab3/Rnd\5248.text","lab3\Rnd\5248.text","4"
"D:/PPLabs/lab3/Rnd\5840.text","lab3\Rnd\5840.text","4"
"D:/PPLabs/lab3/Rnd\8811.text","lab3\Rnd\8811.text","4"
"D:/PPLabs/lab3/Rnd\9360.text","lab3\Rnd\9360.text","4"
"D:/PPLabs/lab3/Rnd\9752.text","lab3\Rnd\9752.text","4"
"D:/PPLabs/lab3/Rnd\8562.text","lab3\Rnd\8562.text","4"
"D:/PPLabs/lab3/Rnd\685.text","lab3\Rnd\685.text","4"
"D:/PPLabs/lab3/Rnd\9433.text","lab3\Rnd\9433.text","4"
"D:/PPLabs/lab3/Rnd\3247.text","lab3\Rnd\3247.text","4"
"D:/PPLabs/lab3/Rnd\9098.text","lab3\Rnd\9098.text","4"
"D:/PPLabs/lab3/Rnd\712.text","lab3\Rnd\712.text","4"
"D:/PPLabs/lab3/Rnd\820.text","lab3\Rnd\820.text","4"
"D:/PPLabs/lab3/Rnd\9652.text","lab3\Rnd\9652.text","4"
"D:/PPLabs/lab3/Rnd\9916.text","lab3\Rnd\9916.text","4"
"D:/PPLabs/lab3/Rnd\767.text","lab3\Rnd\767.text","4"
"D:/PPLabs/lab3/Rnd\3909.text","lab3\Rnd\3909.text","4"
"D:/PPLabs/lab3/Rnd\1781.text","lab3\Rnd\1781.text","4"
"D:/PPLabs/lab3/Rnd\9090.text","lab3\Rnd\9090.text","4"
"D:/PPLabs/lab3/Rnd\199.text","lab3\Rnd\199.text","4"
"D:/PPLabs/lab3/Rnd\6853.text","lab3\Rnd\6853.text","4"
